customer_id,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit,log_loan_duration_mo,log_loan_amount,log_age_yrs
1700698,> 200 DM or salary assignment,15,critical account - other non-bank loans,radio/television,1271,unknown/none,1 - 4 years,3,male-single,none,4,unknown-none,39,none,for free,2,skilled,1,yes,yes,1,2.70805020110221,7.147559271189454,3.6635616461296463
8022152,< 0 DM,12,critical account - other non-bank loans,car (new),691,< 100 DM,>= 7 years,4,male-single,none,3,building society savings/life insurance,35,none,own,2,skilled,1,none,yes,1,2.4849066497880004,6.53813982376767,3.5553480614894135
1605780,none,15,critical account - other non-bank loans,car (new),5045,unknown/none,>= 7 years,1,female-divorced/separated/married,none,4,car or other,59,none,own,1,skilled,1,yes,yes,0,2.70805020110221,8.52615293278771,4.07753744390572
8975629,< 0 DM,18,critical account - other non-bank loans,furniture/equipment,2124,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,4,real estate,24,none,rent,2,skilled,1,none,yes,1,2.8903717578961645,7.66105638236183,3.1780538303479458
4062254,< 0 DM,12,current loans paid,radio/television,2214,< 100 DM,1 - 4 years,4,male-single,none,3,building society savings/life insurance,24,none,own,1,unskilled-resident,1,none,yes,0,2.4849066497880004,7.7025561132685825,3.1780538303479458
9324382,none,21,critical account - other non-bank loans,car (new),12680,unknown/none,>= 7 years,4,male-single,none,4,unknown-none,30,none,for free,1,highly skilled,1,yes,yes,1,3.044522437723423,9.447781227991216,3.4011973816621555
1025006,none,24,critical account - other non-bank loans,car (new),2463,100 - 500 DM,4 - 7 years,4,male-married/widowed,none,3,building society savings/life insurance,27,none,own,2,skilled,1,yes,yes,0,3.1780538303479458,7.809135398120538,3.295836866004329
1846586,< 0 DM,30,current loans paid,furniture/equipment,3108,< 100 DM,< 1 year,2,male-divorced/separated,none,4,building society savings/life insurance,31,none,own,1,unskilled-resident,1,none,yes,1,3.4011973816621555,8.041734711487537,3.4339872044851463
8968659,none,10,current loans paid,car (used),2901,unknown/none,< 1 year,1,female-divorced/separated/married,none,4,real estate,31,none,rent,1,skilled,1,none,yes,0,2.302585092994046,7.972810784121404,3.4339872044851463
2233391,0 - 200 DM,12,critical account - other non-bank loans,furniture/equipment,3617,< 100 DM,>= 7 years,1,male-single,none,4,car or other,28,none,rent,3,skilled,1,yes,yes,0,2.4849066497880004,8.193400231952097,3.332204510175204
1491565,none,12,critical account - other non-bank loans,radio/television,1655,< 100 DM,>= 7 years,2,male-single,none,4,real estate,63,none,own,2,unskilled-resident,1,yes,yes,0,2.4849066497880004,7.411556287811163,4.143134726391533
4567772,< 0 DM,24,current loans paid,car (used),2812,unknown/none,>= 7 years,2,female-divorced/separated/married,none,4,real estate,26,none,rent,1,skilled,1,none,yes,0,3.1780538303479458,7.941651252930556,3.258096538021482
7000454,< 0 DM,36,critical account - other non-bank loans,education,8065,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,2,unknown-none,25,none,own,2,highly skilled,1,yes,yes,1,3.58351893845611,8.99528899055931,3.2188758248682006
8450534,none,21,critical account - other non-bank loans,car (used),3275,< 100 DM,>= 7 years,1,male-single,none,4,car or other,36,none,own,1,highly skilled,1,yes,yes,0,3.044522437723423,8.094073148069352,3.58351893845611
9182898,none,24,critical account - other non-bank loans,radio/television,2223,100 - 500 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,52,bank,own,2,skilled,1,none,yes,0,3.1780538303479458,7.706612913964197,3.9512437185814275
4237007,> 200 DM or salary assignment,12,critical account - other non-bank loans,car (new),1480,500 - 1000 DM,unemployed,2,male-single,none,4,unknown-none,66,bank,for free,3,unemployed-unskilled-non-resident,1,none,yes,0,2.4849066497880004,7.299797366758161,4.189654742026425
2480667,< 0 DM,24,current loans paid,car (new),1371,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,4,real estate,25,none,rent,1,skilled,1,none,yes,1,3.1780538303479458,7.223295679562314,3.2188758248682006
2564769,none,36,critical account - other non-bank loans,car (new),3535,< 100 DM,4 - 7 years,4,male-single,none,4,car or other,37,none,own,2,skilled,1,yes,yes,0,3.58351893845611,8.170468578330674,3.6109179126442243
6154723,< 0 DM,18,current loans paid,radio/television,3509,< 100 DM,4 - 7 years,4,female-divorced/separated/married,guarantor,1,real estate,25,none,own,1,skilled,1,none,yes,0,2.8903717578961645,8.163086375583216,3.2188758248682006
4299505,none,36,critical account - other non-bank loans,car (used),5711,>= 1000 DM,>= 7 years,4,male-single,none,2,car or other,38,none,own,2,highly skilled,1,yes,yes,0,3.58351893845611,8.650149418664864,3.6375861597263857
2287593,0 - 200 DM,18,current loans paid,repairs,3872,< 100 DM,unemployed,2,female-divorced/separated/married,none,4,car or other,67,none,own,1,skilled,1,yes,yes,0,2.8903717578961645,8.261526448396468,4.204692619390966
3094366,0 - 200 DM,39,critical account - other non-bank loans,radio/television,4933,< 100 DM,4 - 7 years,2,male-single,guarantor,2,real estate,25,none,own,2,skilled,1,none,yes,1,3.6635616461296463,8.503702601233739,3.2188758248682006
7536220,none,24,critical account - other non-bank loans,car (new),1940,>= 1000 DM,>= 7 years,4,male-single,none,4,real estate,60,none,own,1,skilled,1,yes,yes,0,3.1780538303479458,7.570443252057374,4.0943445622221
9783545,0 - 200 DM,12,no credit - paid,retraining,1410,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,31,none,own,1,unskilled-resident,1,yes,yes,0,2.4849066497880004,7.251344983372214,3.4339872044851463
6146218,0 - 200 DM,12,current loans paid,car (new),836,100 - 500 DM,< 1 year,4,female-divorced/separated/married,none,2,building society savings/life insurance,23,bank,own,1,unskilled-resident,1,none,yes,1,2.4849066497880004,6.728628613084702,3.1354942159291497
7934311,0 - 200 DM,20,current loans paid,car (used),6468,unknown/none,unemployed,1,male-divorced/separated,none,4,real estate,60,none,own,1,highly skilled,1,yes,yes,0,2.995732273553991,8.774622220696997,4.0943445622221
7300802,0 - 200 DM,18,current loans paid,business,1941,>= 1000 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,35,none,own,1,unskilled-resident,1,yes,yes,0,2.8903717578961645,7.57095858316901,3.5553480614894135
7658137,none,22,current loans paid,radio/television,2675,500 - 1000 DM,>= 7 years,3,male-single,none,4,car or other,40,none,own,1,skilled,1,none,yes,0,3.091042453358316,7.891704659330107,3.6888794541139363
8404631,none,48,critical account - other non-bank loans,car (used),2751,unknown/none,>= 7 years,4,male-single,none,3,car or other,38,none,own,2,skilled,2,yes,yes,0,3.871201010907891,7.919719760924575,3.6375861597263857
6944710,0 - 200 DM,48,past payment delays,education,6224,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,50,none,for free,1,skilled,1,none,yes,1,3.871201010907891,8.736168065858228,3.912023005428146
1514807,< 0 DM,40,critical account - other non-bank loans,education,5998,< 100 DM,1 - 4 years,4,male-single,none,3,unknown-none,27,bank,own,1,skilled,1,yes,yes,1,3.6888794541139363,8.699181359308954,3.295836866004329
2003384,0 - 200 DM,21,current loans paid,business,1188,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,4,building society savings/life insurance,39,none,own,1,skilled,2,none,yes,1,3.044522437723423,7.080026499922591,3.6635616461296463
5659086,none,24,current loans paid,car (used),6313,unknown/none,>= 7 years,3,male-single,none,4,car or other,41,none,own,1,highly skilled,2,yes,yes,0,3.1780538303479458,8.750366278367625,3.713572066704308
4628471,none,6,critical account - other non-bank loans,furniture/equipment,1221,unknown/none,1 - 4 years,1,male-married/widowed,none,2,building society savings/life insurance,27,none,own,2,skilled,1,none,yes,0,1.791759469228055,7.107425474110705,3.295836866004329
5403673,> 200 DM or salary assignment,24,current loans paid,furniture/equipment,2892,< 100 DM,>= 7 years,3,male-divorced/separated,none,4,unknown-none,51,none,for free,1,skilled,1,none,yes,0,3.1780538303479458,7.969703583278656,3.9318256327243257
8614255,none,24,current loans paid,furniture/equipment,3062,500 - 1000 DM,>= 7 years,4,male-single,none,3,unknown-none,32,none,rent,1,skilled,1,yes,yes,0,3.1780538303479458,8.026823576217629,3.4657359027997265
7923482,none,9,current loans paid,furniture/equipment,2301,100 - 500 DM,< 1 year,2,female-divorced/separated/married,none,4,building society savings/life insurance,22,none,rent,1,skilled,1,none,yes,0,2.1972245773362196,7.741099090035366,3.091042453358316
2383650,< 0 DM,18,current loans paid,car (used),7511,unknown/none,>= 7 years,1,male-single,none,4,building society savings/life insurance,51,none,for free,1,skilled,2,yes,yes,1,2.8903717578961645,8.924123891686012,3.9318256327243257
6958612,none,12,critical account - other non-bank loans,furniture/equipment,1258,< 100 DM,< 1 year,2,female-divorced/separated/married,none,4,building society savings/life insurance,22,none,rent,2,unskilled-resident,1,none,yes,0,2.4849066497880004,7.1372784372603855,3.091042453358316
1883328,none,24,past payment delays,car (new),717,unknown/none,>= 7 years,4,male-married/widowed,none,4,car or other,54,none,own,2,skilled,1,yes,yes,0,3.1780538303479458,6.57507584059962,3.9889840465642745
8386168,0 - 200 DM,9,current loans paid,car (new),1549,unknown/none,< 1 year,4,male-single,none,2,real estate,35,none,own,1,unemployed-unskilled-non-resident,1,none,yes,0,2.1972245773362196,7.3453648404168685,3.5553480614894135
9660695,none,24,critical account - other non-bank loans,education,1597,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,54,none,for free,2,skilled,2,none,yes,0,3.1780538303479458,7.3758821482150125,3.9889840465642745
5786462,0 - 200 DM,18,critical account - other non-bank loans,radio/television,1795,< 100 DM,>= 7 years,3,female-divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled-resident,1,yes,yes,0,2.8903717578961645,7.492760300922379,3.871201010907891
1678929,< 0 DM,20,critical account - other non-bank loans,furniture/equipment,4272,< 100 DM,>= 7 years,1,female-divorced/separated/married,none,4,building society savings/life insurance,24,none,own,2,skilled,1,none,yes,0,2.995732273553991,8.35983738064003,3.1780538303479458
4809900,none,12,critical account - other non-bank loans,radio/television,976,unknown/none,>= 7 years,4,male-single,none,4,car or other,35,none,own,2,skilled,1,none,yes,0,2.4849066497880004,6.883462586413092,3.5553480614894135
6983851,0 - 200 DM,12,current loans paid,car (new),7472,unknown/none,unemployed,1,female-divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed-unskilled-non-resident,1,none,yes,0,2.4849066497880004,8.918917979908679,3.1780538303479458
9335369,< 0 DM,36,current loans paid,car (new),9271,< 100 DM,4 - 7 years,2,male-single,none,1,car or other,24,none,own,1,skilled,1,yes,yes,1,3.58351893845611,9.134646527606982,3.1780538303479458
7140312,0 - 200 DM,6,current loans paid,radio/television,590,< 100 DM,< 1 year,3,male-married/widowed,none,3,real estate,26,none,own,1,unskilled-resident,1,none,no,0,1.791759469228055,6.380122536899765,3.258096538021482
4639968,none,12,critical account - other non-bank loans,radio/television,930,unknown/none,>= 7 years,4,male-single,none,4,real estate,65,none,own,4,skilled,1,none,yes,0,2.4849066497880004,6.835184586147301,4.174387269895637
9646710,0 - 200 DM,42,all loans at bank paid,car (used),9283,< 100 DM,unemployed,1,male-single,none,2,unknown-none,55,bank,for free,1,highly skilled,1,yes,yes,0,3.7376696182833684,9.135940049399933,4.007333185232471
1322037,0 - 200 DM,15,no credit - paid,car (new),1778,< 100 DM,< 1 year,2,female-divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed-unskilled-non-resident,1,none,yes,1,2.70805020110221,7.48324441607385,3.258096538021482
3439631,0 - 200 DM,8,current loans paid,business,907,< 100 DM,< 1 year,3,male-married/widowed,none,2,real estate,26,none,own,1,skilled,1,yes,yes,0,2.0794415416798357,6.810142450115136,3.258096538021482
7403964,0 - 200 DM,6,current loans paid,radio/television,484,< 100 DM,4 - 7 years,3,male-married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled-resident,1,none,yes,0,1.791759469228055,6.182084906716632,3.332204510175204
6675884,< 0 DM,36,critical account - other non-bank loans,car (used),9629,< 100 DM,4 - 7 years,4,male-single,none,4,car or other,24,none,own,2,skilled,1,yes,yes,1,3.58351893845611,9.172534657240284,3.1780538303479458
5903457,< 0 DM,48,current loans paid,domestic appliances,3051,< 100 DM,1 - 4 years,3,male-single,none,4,car or other,54,none,own,1,skilled,1,none,yes,1,3.871201010907891,8.02322468471667,3.9889840465642745
6892095,< 0 DM,48,current loans paid,car (new),3931,< 100 DM,4 - 7 years,4,male-single,none,4,unknown-none,46,none,for free,1,skilled,2,none,yes,1,3.871201010907891,8.27664912542186,3.828641396489095
2535665,0 - 200 DM,36,past payment delays,car (new),7432,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,building society savings/life insurance,54,none,rent,1,skilled,1,none,yes,0,3.58351893845611,8.913550280493675,3.9889840465642745
2113858,none,6,current loans paid,domestic appliances,1338,500 - 1000 DM,1 - 4 years,1,male-divorced/separated,none,4,real estate,62,none,own,1,skilled,1,none,yes,0,1.791759469228055,7.198931240688173,4.127134385045092
6940571,none,6,critical account - other non-bank loans,radio/television,1554,< 100 DM,4 - 7 years,1,female-divorced/separated/married,none,2,car or other,24,none,rent,2,skilled,1,yes,yes,0,1.791759469228055,7.348587530927593,3.1780538303479458
1818305,< 0 DM,36,current loans paid,other,15857,< 100 DM,unemployed,2,male-divorced/separated,co-applicant,3,car or other,43,none,own,1,highly skilled,1,none,yes,0,3.58351893845611,9.671366322189568,3.7612001156935624
1136050,< 0 DM,18,current loans paid,radio/television,1345,< 100 DM,1 - 4 years,4,male-married/widowed,none,3,real estate,26,bank,own,1,skilled,1,none,yes,1,2.8903717578961645,7.20414929203594,3.258096538021482
5408293,none,12,current loans paid,car (new),1101,< 100 DM,1 - 4 years,3,male-married/widowed,none,2,real estate,27,none,own,2,skilled,1,yes,yes,0,2.4849066497880004,7.00397413672268,3.295836866004329
6973245,> 200 DM or salary assignment,12,current loans paid,radio/television,3016,< 100 DM,1 - 4 years,3,male-married/widowed,none,1,car or other,24,none,own,1,skilled,1,none,yes,0,2.4849066497880004,8.011686729127847,3.1780538303479458
3458174,< 0 DM,36,current loans paid,furniture/equipment,2712,< 100 DM,>= 7 years,2,male-single,none,2,building society savings/life insurance,41,bank,own,1,skilled,2,none,yes,1,3.58351893845611,7.905441649060286,3.713572066704308
1641060,< 0 DM,8,critical account - other non-bank loans,car (new),731,< 100 DM,>= 7 years,4,male-single,none,4,real estate,47,none,own,2,unskilled-resident,1,none,yes,0,2.0794415416798357,6.594413459749778,3.8501476017100584
3831409,none,18,critical account - other non-bank loans,furniture/equipment,3780,< 100 DM,< 1 year,3,male-divorced/separated,none,2,car or other,35,none,own,2,highly skilled,1,yes,yes,0,2.8903717578961645,8.237479288613633,3.5553480614894135
7489128,< 0 DM,21,critical account - other non-bank loans,car (new),1602,< 100 DM,>= 7 years,4,male-married/widowed,none,3,car or other,30,none,own,2,skilled,1,yes,yes,0,3.044522437723423,7.379008127628304,3.4011973816621555
2737942,< 0 DM,18,critical account - other non-bank loans,car (new),3966,< 100 DM,>= 7 years,1,female-divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,1,2.8903717578961645,8.285513309079741,3.4965075614664802
3155576,none,18,no credit - paid,business,4165,< 100 DM,1 - 4 years,2,male-single,none,2,car or other,36,stores,own,2,skilled,2,none,yes,1,2.8903717578961645,8.334471554600944,3.58351893845611
6658732,< 0 DM,36,current loans paid,car (used),8335,unknown/none,>= 7 years,3,male-single,none,4,unknown-none,47,none,for free,1,skilled,1,none,yes,1,3.58351893845611,9.028218795184895,3.8501476017100584
6286813,0 - 200 DM,48,past payment delays,business,6681,unknown/none,1 - 4 years,4,male-single,none,4,unknown-none,38,none,for free,1,skilled,2,yes,yes,0,3.871201010907891,8.807022955925477,3.6375861597263857
7203909,none,24,past payment delays,business,2375,500 - 1000 DM,1 - 4 years,4,male-single,none,2,car or other,44,none,own,2,skilled,2,yes,yes,0,3.1780538303479458,7.772752716468742,3.784189633918261
8071605,< 0 DM,18,current loans paid,car (new),1216,< 100 DM,< 1 year,4,female-divorced/separated/married,none,3,car or other,23,none,rent,1,skilled,1,yes,yes,1,2.8903717578961645,7.103322062526113,3.1354942159291497
2576628,< 0 DM,45,no credit - paid,business,11816,< 100 DM,>= 7 years,2,male-single,none,4,car or other,29,none,rent,2,skilled,1,none,yes,1,3.8066624897703196,9.377209824211215,3.367295829986474
3544441,0 - 200 DM,24,current loans paid,radio/television,5084,unknown/none,>= 7 years,2,female-divorced/separated/married,none,4,car or other,42,none,own,1,skilled,1,yes,yes,0,3.1780538303479458,8.533853632309345,3.7376696182833684
6494860,> 200 DM or salary assignment,15,current loans paid,radio/television,2327,< 100 DM,< 1 year,2,female-divorced/separated/married,none,3,real estate,25,none,own,1,unskilled-resident,1,none,yes,1,2.70805020110221,7.752335163302292,3.2188758248682006
5247218,< 0 DM,12,no credit - paid,car (new),1082,< 100 DM,1 - 4 years,4,male-single,none,4,car or other,48,bank,own,2,skilled,1,none,yes,1,2.4849066497880004,6.9865664594064265,3.871201010907891
7024848,none,12,current loans paid,radio/television,886,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,2,car or other,21,none,own,1,skilled,1,none,yes,0,2.4849066497880004,6.786716950605081,3.044522437723423
7182646,none,4,current loans paid,furniture/equipment,601,< 100 DM,< 1 year,1,female-divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled-resident,2,none,yes,0,1.3862943611198906,6.398594934535208,3.1354942159291497
6839088,< 0 DM,24,critical account - other non-bank loans,car (used),2957,< 100 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,63,none,own,2,skilled,1,yes,yes,0,3.1780538303479458,7.9919305198524775,4.143134726391533
9873458,none,24,critical account - other non-bank loans,radio/television,2611,< 100 DM,>= 7 years,4,male-married/widowed,co-applicant,3,real estate,46,none,own,2,skilled,1,none,yes,0,3.1780538303479458,7.8674885686991285,3.828641396489095
1896222,< 0 DM,36,current loans paid,furniture/equipment,5179,< 100 DM,4 - 7 years,4,male-single,none,2,building society savings/life insurance,29,none,own,1,skilled,1,none,yes,1,3.58351893845611,8.552367266423891,3.367295829986474
3865701,none,21,past payment delays,car (used),2993,< 100 DM,1 - 4 years,3,male-single,none,2,real estate,28,stores,own,2,unskilled-resident,1,none,yes,0,3.044522437723423,8.0040315078527,3.332204510175204
1157229,none,18,current loans paid,repairs,1943,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,real estate,23,none,own,1,skilled,1,none,yes,1,2.8903717578961645,7.57198844937744,3.1354942159291497
3448928,none,24,all loans at bank paid,business,1559,< 100 DM,4 - 7 years,4,male-single,none,4,car or other,50,bank,own,1,skilled,1,yes,yes,0,3.1780538303479458,7.351799869057777,3.912023005428146
4318645,none,18,current loans paid,furniture/equipment,3422,< 100 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,47,bank,own,3,skilled,2,yes,yes,0,2.8903717578961645,8.137980454452139,3.8501476017100584
7624820,0 - 200 DM,21,current loans paid,furniture/equipment,3976,unknown/none,4 - 7 years,2,male-single,none,3,car or other,35,none,own,1,skilled,1,yes,yes,0,3.044522437723423,8.288031567776464,3.5553480614894135
8556957,none,18,current loans paid,car (new),6761,unknown/none,1 - 4 years,2,male-single,none,4,car or other,68,none,rent,2,skilled,1,none,yes,1,2.8903717578961645,8.818926087090677,4.219507705176107
9294026,none,24,current loans paid,car (new),1249,< 100 DM,< 1 year,4,male-married/widowed,none,2,real estate,28,none,own,1,skilled,1,none,yes,0,3.1780538303479458,7.130098510125578,3.332204510175204
8814062,< 0 DM,9,current loans paid,radio/television,1364,< 100 DM,4 - 7 years,3,male-single,none,4,real estate,59,none,own,1,skilled,1,none,yes,0,2.1972245773362196,7.218176838403408,4.07753744390572
7578622,< 0 DM,12,current loans paid,radio/television,709,< 100 DM,>= 7 years,4,male-single,none,4,real estate,57,stores,own,1,unskilled-resident,1,none,yes,1,2.4849066497880004,6.5638555265321274,4.04305126783455
1129973,< 0 DM,20,critical account - other non-bank loans,car (new),2235,< 100 DM,1 - 4 years,4,male-married/widowed,guarantor,2,building society savings/life insurance,33,bank,rent,2,skilled,1,none,no,1,2.995732273553991,7.711996507047669,3.4965075614664802
3785461,none,24,critical account - other non-bank loans,car (used),4042,unknown/none,4 - 7 years,3,male-single,none,4,building society savings/life insurance,43,none,own,2,skilled,1,yes,yes,0,3.1780538303479458,8.304494897963567,3.7612001156935624
6563566,none,15,critical account - other non-bank loans,radio/television,1471,< 100 DM,1 - 4 years,4,male-single,none,4,unknown-none,35,none,for free,2,skilled,1,yes,yes,0,2.70805020110221,7.293697720601438,3.5553480614894135
8205907,< 0 DM,18,all loans at bank paid,car (new),1442,< 100 DM,4 - 7 years,4,male-single,none,4,unknown-none,32,none,for free,2,unskilled-resident,2,none,yes,1,2.8903717578961645,7.273786317844895,3.4657359027997265
4983715,none,36,past payment delays,car (new),10875,< 100 DM,>= 7 years,2,male-single,none,2,car or other,45,none,own,2,skilled,2,yes,yes,0,3.58351893845611,9.294221855956884,3.8066624897703196
1607673,none,24,current loans paid,car (new),1474,100 - 500 DM,< 1 year,4,male-married/widowed,none,3,real estate,33,none,own,1,skilled,1,yes,yes,0,3.1780538303479458,7.295735072749282,3.4965075614664802
7984360,none,10,current loans paid,retraining,894,unknown/none,4 - 7 years,4,female-divorced/separated/married,none,3,building society savings/life insurance,40,none,own,1,skilled,1,yes,yes,0,2.302585092994046,6.795705775173514,3.6888794541139363
8489771,none,15,critical account - other non-bank loans,furniture/equipment,3343,< 100 DM,1 - 4 years,4,male-single,none,2,unknown-none,28,none,for free,1,skilled,1,yes,yes,0,2.70805020110221,8.114623886420098,3.332204510175204
1769803,< 0 DM,15,current loans paid,car (new),3959,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,2,building society savings/life insurance,29,none,own,1,skilled,1,yes,yes,1,2.70805020110221,8.28374674710613,3.367295829986474
8600642,none,9,current loans paid,car (new),3577,100 - 500 DM,1 - 4 years,1,male-single,guarantor,2,real estate,26,none,rent,1,skilled,2,none,no,0,2.1972245773362196,8.182279739259018,3.258096538021482
2919320,none,24,critical account - other non-bank loans,car (used),5804,>= 1000 DM,1 - 4 years,4,male-single,none,2,real estate,27,none,own,2,skilled,1,none,yes,0,3.1780538303479458,8.666302614004078,3.295836866004329
2941810,none,18,past payment delays,business,2169,< 100 DM,1 - 4 years,4,male-married/widowed,none,2,car or other,28,none,own,1,skilled,1,yes,yes,1,2.8903717578961645,7.682021510826875,3.332204510175204
5203823,< 0 DM,24,current loans paid,radio/television,2439,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,real estate,35,none,own,1,skilled,1,yes,yes,1,3.1780538303479458,7.79934339821592,3.5553480614894135
4987253,none,27,critical account - other non-bank loans,furniture/equipment,4526,>= 1000 DM,< 1 year,4,male-single,none,2,real estate,32,stores,own,2,unskilled-resident,2,yes,yes,0,3.295836866004329,8.417593826193484,3.4657359027997265
6273169,none,10,current loans paid,furniture/equipment,2210,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,25,bank,rent,1,unskilled-resident,1,none,yes,1,2.302585092994046,7.700747794511798,3.2188758248682006
6364124,none,15,current loans paid,furniture/equipment,2221,500 - 1000 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,20,none,rent,1,skilled,1,none,yes,0,2.70805020110221,7.7057128238944275,2.995732273553991
1218238,< 0 DM,18,current loans paid,radio/television,2389,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,car or other,27,stores,own,1,skilled,1,none,yes,0,2.8903717578961645,7.77863014732581,3.295836866004329
8334248,none,12,critical account - other non-bank loans,furniture/equipment,3331,< 100 DM,>= 7 years,2,male-single,none,4,building society savings/life insurance,42,stores,own,1,skilled,1,none,yes,0,2.4849066497880004,8.11102783819368,3.7376696182833684
7214897,none,36,current loans paid,business,7409,unknown/none,>= 7 years,3,male-single,none,2,building society savings/life insurance,37,none,own,2,skilled,1,none,yes,0,3.58351893845611,8.910450756416656,3.6109179126442243
7299602,< 0 DM,12,current loans paid,furniture/equipment,652,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,24,none,rent,1,skilled,1,none,yes,0,2.4849066497880004,6.480044561926653,3.1780538303479458
8110158,none,36,past payment delays,furniture/equipment,7678,500 - 1000 DM,4 - 7 years,2,female-divorced/separated/married,none,4,car or other,40,none,own,2,skilled,1,yes,yes,0,3.58351893845611,8.946114375560743,3.6888794541139363
3654815,> 200 DM or salary assignment,6,critical account - other non-bank loans,car (new),1343,< 100 DM,>= 7 years,1,male-single,none,4,real estate,46,none,own,2,skilled,2,none,no,0,1.791759469228055,7.202661196523238,3.828641396489095
6572384,< 0 DM,24,critical account - other non-bank loans,business,1382,100 - 500 DM,4 - 7 years,4,male-single,none,1,real estate,26,none,own,2,skilled,1,yes,yes,0,3.1780538303479458,7.231287004327616,3.258096538021482
4718363,none,15,current loans paid,domestic appliances,874,unknown/none,< 1 year,4,female-divorced/separated/married,none,1,real estate,24,none,own,1,skilled,1,none,yes,0,2.70805020110221,6.773080375655535,3.1780538303479458
4110964,< 0 DM,12,current loans paid,furniture/equipment,3590,< 100 DM,1 - 4 years,2,male-single,co-applicant,2,building society savings/life insurance,29,none,own,1,unskilled-resident,2,none,yes,0,2.4849066497880004,8.185907481482324,3.367295829986474
5456397,0 - 200 DM,11,critical account - other non-bank loans,car (new),1322,>= 1000 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,40,none,own,2,skilled,1,none,yes,0,2.3978952727983707,7.186901020411631,3.6888794541139363
7560842,< 0 DM,18,all loans at bank paid,radio/television,1940,< 100 DM,< 1 year,3,male-single,co-applicant,4,unknown-none,36,bank,for free,1,highly skilled,1,yes,yes,0,2.8903717578961645,7.570443252057374,3.58351893845611
2867079,none,36,current loans paid,radio/television,3595,< 100 DM,>= 7 years,4,male-single,none,2,car or other,28,none,own,1,skilled,1,none,yes,0,3.58351893845611,8.187299270155147,3.332204510175204
9165349,< 0 DM,9,current loans paid,car (new),1422,< 100 DM,< 1 year,3,male-single,none,2,unknown-none,27,none,for free,1,highly skilled,1,yes,yes,1,2.1972245773362196,7.259819610363186,3.295836866004329
5074170,none,30,critical account - other non-bank loans,radio/television,6742,unknown/none,4 - 7 years,2,male-single,none,3,building society savings/life insurance,36,none,own,2,skilled,1,none,yes,0,3.4011973816621555,8.816111895794005,3.58351893845611
1674264,none,24,current loans paid,car (used),7814,< 100 DM,4 - 7 years,3,male-single,none,3,car or other,38,none,own,1,highly skilled,1,yes,yes,0,3.1780538303479458,8.963672275615016,3.6375861597263857
7549449,none,24,current loans paid,car (used),9277,unknown/none,1 - 4 years,2,male-divorced/separated,none,4,unknown-none,48,none,for free,1,skilled,1,yes,yes,0,3.1780538303479458,9.135293497653272,3.871201010907891
9453883,0 - 200 DM,30,critical account - other non-bank loans,car (new),2181,unknown/none,>= 7 years,4,male-single,none,4,real estate,36,none,own,2,skilled,1,none,yes,0,3.4011973816621555,7.687538766201629,3.58351893845611
7539149,none,18,critical account - other non-bank loans,radio/television,1098,< 100 DM,unemployed,4,female-divorced/separated/married,none,4,car or other,65,none,own,2,unemployed-unskilled-non-resident,1,none,yes,0,2.8903717578961645,7.001245622069476,4.174387269895637
2758767,0 - 200 DM,24,current loans paid,furniture/equipment,4057,< 100 DM,4 - 7 years,3,male-divorced/separated,none,3,car or other,43,none,own,1,skilled,1,yes,yes,1,3.1780538303479458,8.308199063206446,3.7612001156935624
5771164,< 0 DM,12,current loans paid,education,795,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,53,none,own,1,skilled,1,none,yes,1,2.4849066497880004,6.678342114654332,3.970291913552122
